State_index,Jurisdiction,Time,Type,Name,Formatted_Text,Amount (million dollars),Description,Link,Source,Start
,Wisconsin,Pandemic,FUND 2,Broadband Expansion Grants,Pandemic FUND 2: Broadband Expansion Grants,,,https://psc.wi.gov/Pages/Programs/BroadbandGrants.aspx,PEW_May2021,0
,Wisconsin,Pandemic,GOAL 1,https://psc.wi.gov/Documents/broadband/Wisconsin%20Broadband%20Plan%202019.pdf,Pandemic GOAL 1: https://psc.wi.gov/Documents/broadband/Wisconsin%20Broadband%20Plan%202019.pdf,,,https://psc.wi.gov/Documents/broadband/Wisconsin%20Broadband%20Plan%202019.pdf,PEW_May2021,0
,Wisconsin,Pandemic,MAP 1,Wisconsin Broadband Map,Pandemic MAP 1: Wisconsin Broadband Map,,,https://maps.psc.wi.gov/apps/WisconsinBroadbandMap/,PEW_May2021,0
,Wisconsin,Pandemic,OFFICE 1,Wisconsin Broadband Office,Pandemic OFFICE 1: Wisconsin Broadband Office,,,https://psc.wi.gov/Pages/Programs/WBO.aspx,PEW_May2021,0
,Wisconsin,Pandemic,PLAN 1,Wisconsin Broadband Plan 2021,Pandemic PLAN 1: Wisconsin Broadband Plan 2021,,,https://psc.wi.gov/Documents/broadband/WisconsinBroadbandPlan2021.pdf ,PEW_May2021,0
,Wisconsin,Pandemic,TASK FORCE 1,Governor's Task Force on Broadband Access,Pandemic TASK FORCE 1: Governor's Task Force on Broadband Access,,,https://psc.wi.gov/Pages/Programs/BroadbandGovernorsTaskForce.aspx,PEW_May2021,0
1,Wyoming,Pre-pandemic,Agency,Economic Development Agency (Business Council),Pre-pandemic Agency: Economic Development Agency (Business Council),,,,PEW_July2019,0
2,Wyoming,Pre-pandemic,Task Force,Broadband Advisory Council,Pre-pandemic Task Force: Broadband Advisory Council,,,,PEW_July2019,0
3,Wyoming,Pre-pandemic,Plan,“Wyoming Broadband Enhancement Plan” (2018),Pre-pandemic Plan: “Wyoming Broadband Enhancement Plan” (2018),,,,PEW_July2019,0
4,Wyoming,Pre-pandemic,Goal,"“Mission: Enrich lives, enable economic diversification and move Wyoming to a position of leadership in the new digital world by ensuring every citizen and business has access to affordable, reliable, redundant and future-proof broadband Internet. 
“Vision: Every Wyoming citizen and every identified business corridor will have the opportunity to access broadband Internet capabilities that exceed defined standards by no later than 2023. 
“Moonshot: Leave no Wyoming citizen behind and position every business to compete on a global scale by ensuring they each connect to the rest of the digital world with broadband Internet capabilities that set the standard for all others to follow by 2025.”","Pre-pandemic Goal: “Mission: Enrich lives, enable economic diversification and move Wyoming to a position of leadership in the new digital world by ensuring every citizen and business has access to affordable, reliable, redundant and future-proof broadband Internet. 
“Vision: Every Wyoming citizen and every identified business corridor will have the opportunity to access broadband Internet capabilities that exceed defined standards by no later than 2023. 
“Moonshot: Leave no Wyoming citizen behind and position every business to compete on a global scale by ensuring they each connect to the rest of the digital world with broadband Internet capabilities that set the standard for all others to follow by 2025.”",,,,PEW_July2019,0
5,Wyoming,Pre-pandemic,Map,Broadband map,Pre-pandemic Map: Broadband map,,,,PEW_July2019,0
6,Wyoming,Pre-pandemic,Fund,Broadband Infrastructure Grant Fund,Pre-pandemic Fund: Broadband Infrastructure Grant Fund,,,,PEW_July2019,0
7,Wyoming,Pandemic,Fund,Coordination between Governor Mark Gordon and the state Business Council identified several broadband expansion projects and deployed $55 million of CARES Act funding.,Pandemic Fund: Coordination between Governor Mark Gordon and the state Business Council identified several broadband expansion projects and deployed $55 million of CARES Act funding.,55,Coordination between Governor Mark Gordon and the state Business Council identified several broadband expansion projects and deployed $55 million of CARES Act funding.,https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,Wyoming,Pandemic,AGENCY 1,The State of Wyomingâ€™s Economic Development Agency (Wyoming Business Council),Pandemic AGENCY 1: The State of Wyomingâ€™s Economic Development Agency (Wyoming Business Council),,,https://www.wyomingbusiness.org/broadband,PEW_May2021,0
,Wyoming,Pandemic,AGENCY 2,Department of Enterprise Technology Services,Pandemic AGENCY 2: Department of Enterprise Technology Services,,,http://ets.wyo.gov/about-us/chief-information-officer-gordon-knopp,PEW_May2021,0
,Wyoming,Pandemic,FUND 1,Broadband Infrastructure Grant Fund,Pandemic FUND 1: Broadband Infrastructure Grant Fund,,,https://www.wyomingbusiness.org/broadband ,PEW_May2021,0
,Wyoming,Pandemic,GOAL 1,https://www.wyomingbusiness.org/Uploads/wbbp%20final.pdf,Pandemic GOAL 1: https://www.wyomingbusiness.org/Uploads/wbbp%20final.pdf,,,https://www.wyomingbusiness.org/Uploads/wbbp%20final.pdf,PEW_May2021,0
,Wyoming,Pandemic,MAP 1,Wyoming Broadband Survey Results Map ,Pandemic MAP 1: Wyoming Broadband Survey Results Map ,,,https://uwyo.maps.arcgis.com/apps/opsdashboard/index.html#/da679a3adfa94f49928996731246c0c0,PEW_May2021,0
,Wyoming,Pandemic,PLAN 1,Broadband Enhancement Plan,Pandemic PLAN 1: Broadband Enhancement Plan,,,https://www.wyomingbusiness.org/Uploads/wbbp%20final.pdf,PEW_May2021,0
,Wyoming,Pandemic,TASK FORCE 1,Broadband Advisory Council,Pandemic TASK FORCE 1: Broadband Advisory Council,,,http://www.wyomingbusiness.org/broadband,PEW_May2021,0
